card_id,initial_balance,fraud_label
5268113919242443,68000,0
4245488648838187,28000,0
342534789365629,56000,0
355871675951474,54000,0
5163974869441632,60000,0
4344991911447479,24000,0
4272221862242398,60000,0
5124124842139287,42000,0
45159912338125110,54000,0
5355393299446251,78000,0
4863393281388,52000,0
4225828167444,88000,0
4899427286369781,74000,0
355226546343643,90000,0
353287864586942,80000,0
364123587919622,52000,0
52618126383221410,88000,0
354911518247895,94000,0
42829267553810,96000,0
4479743254518367,52000,0
4392531245869534,88000,0
4251871728927387,62000,0
46835324857871610,74000,0
347947491333971,60000,0
357568438196581,70000,0
372283195446853,60000,0
4556627328674,98000,0
4483348563918672,44000,0
4459188759835,74000,0
5396139868227239,52000,0
367355218817828,48000,0
5139678634491761,88000,0
4396712696846,74000,0
4565624739882,60000,0
4653789212588,68000,0
5289357251323692,60000,0
5172446124917259,80000,0
4922643549714644,26000,0
5216825379359598,48000,0
4319875645319,62000,0
366818616625896,72000,0
376699444452192,80000,0
342334798686226,24000,0
4871331491839772,94000,0
4381986732151197,56000,0
4579179598361,76000,0
5365325286475347,90000,0
5275141726832933,100000,0
346118778114176,32000,0
5492414544185892,62000,0
4456724353214,42000,0
363735748736966,50000,0
378775469715248,60000,0
5271134284957428,62000,0
346368738469562,54000,0
5121643773289772,52000,0
4771934235427,44000,0
4137522432238856,76000,0
5567665265929467,88000,0
4539157244577722,34000,0
54198943551664310,68000,0
4799376153956,36000,0
5271336742138232,54000,0
359121679975459,70000,0
5561187947855719,16000,0
4589913445132462,98000,0
5268213256259446,78000,0
371233688974763,48000,0
54158636231543410,46000,0
4418711768754,58000,0
4883516344724975,80000,0
4697339869538,80000,0
367116688964379,62000,0
5156965152323353,76000,0
4981244583876247,36000,0
5454877775533673,78000,0
5532339527442634,76000,0
4688968447811,58000,0
4791877349928,64000,0
52634457787236910,96000,0
5298263613973332,64000,0
4356235599364,62000,0
4986957317188754,62000,0
41327632466810,76000,0
355656188891139,80000,0
4621783825765813,30000,0
4543246476295733,40000,0
5325453178875223,76000,0
344967138379875,62000,0
4674279549782115,82000,0
4823488614323,54000,0
348919953293133,44000,0
364222959459785,98000,0
3446981229834110,10000,0
5388519725649446,54000,0
4627651555837116,50000,0
364416331645935,70000,0
4441259427735528,46000,0
374259257752329,10000,0
4135747134718689,30000,0
5549228649535683,70000,0
4932264592875154,70000,0
4641412522853,20000,0
4659397528885,56000,0
366486496521112,90000,0
4131467855711441,76000,0
4392149581586,16000,0
4394291111137718,54000,0
5561578436978212,98000,0
5511198316418642,74000,0
4784946451529257,86000,0
369362243642195,64000,0
4798955758735552,78000,0
4917272836298,78000,0
355442695327184,80000,0
52939882193773810,80000,0
4528269246515486,66000,0
4357519841274,60000,0
4349362912989,64000,0
4351232819352,40000,0
4514763379126,18000,0
4672358473332386,96000,0
364282162544245,52000,0
375894752541816,70000,0
4759389825594,74000,0
4737457868664552,22000,0
42211346644562510,70000,0
4663287317867342,56000,0
4781994326776,86000,0
366883894222485,68000,0
4826994644532564,32000,0
359823923657516,58000,0
347373147814381,52000,0
5324988781423748,76000,0
4561637418666725,12000,0
4894761376619365,60000,0
367621639749621,72000,0
4126738664251432,50000,0
47322975212255810,42000,0
4829765118168722,78000,0
351198823426579,68000,0
377967178281924,60000,0
344568986256197,70000,0
5299858812852317,92000,0
4789391983545866,62000,0
366837932142642,64000,0
42869118859210,90000,0
4938661295649,72000,0
48525845224610,12000,0
4427634857842,52000,0
5486223649523693,54000,0
4755912767238,62000,0
4619154286173141,80000,0
352234334185799,68000,0
4596777822753,42000,0
347434593813655,46000,0
4762477756553814,72000,0
344358731776461,90000,0
4892295926816,14000,0
5278693233778758,14000,0
4855811779924438,72000,0
377858115615441,40000,0
4954726538544477,68000,0
4954942353146575,62000,0
5261747631547964,14000,0
362843395798296,44000,0
4145119893732,66000,0
358489211714368,44000,0
378142892294491,68000,0
4434187829395865,66000,0
4276168823641,48000,0
4741334597312,64000,0
357845545949718,32000,0
4783616915373276,58000,0
5151795714695377,14000,0
367151628289769,64000,0
364545824349983,74000,0
4868662499876,70000,0
366761359214322,76000,0
51972656892752710,60000,0
5321283187482669,72000,0
52576246412764610,48000,0
4927667585557372,96000,0
4959456133284163,90000,0
346575253979383,62000,0
4843722771275,82000,0
4484857576584791,44000,0
4594818557892,60000,0
4831197277431,96000,0
4385676897336594,38000,0
5512717385812572,12000,0
44676532568443610,76000,0
5226445279741957,66000,0
359475615197952,42000,0
5421799914954331,80000,0
5359653828982241,58000,0
5217513344751342,72000,0
4982273391263,68000,0
3776288295227410,72000,0
5432246837771126,56000,0
4229753212221783,66000,0
4891338361435587,62000,0
4467281157823,60000,0
4414234764871817,66000,0
4264531393369,56000,0
4441216886798,48000,0
345167612351941,54000,0
4227971353854,38000,0
3585156535999810,54000,0
4188821811196349,94000,0
345236557916677,50000,0
55665431198317610,22000,0
5534773953289143,78000,0
4721969889853,62000,0
4391111883328878,80000,0
5459556751447117,80000,0
4886695452779,90000,0
54734238166188310,78000,0
341782464819938,68000,0
4617685884336111,52000,0
4948226313863266,66000,0
4993152154929277,98000,0
43235177114321910,60000,0
4264225589586813,74000,0
4573169443464,76000,0
4279427235724755,82000,0
5124351924379453,80000,0
44523765474510,78000,0
357514274959476,60000,0
4928426873533,76000,0
47127771417110,56000,0
362527819788518,70000,0
4478658445337,60000,0
4584276955183,64000,0
5259562773535899,98000,0
4853185275482,92000,0
4113231175115,38000,0
5336422246886758,78000,0
4144344793276313,64000,0
5393314457485885,84000,0
362669816249746,22000,0
4499975532375,48000,0
5181467117954934,96000,0
368244432989283,58000,0
4949118153729,62000,0
341316792161455,98000,0
5594168453764728,56000,0
3724784775797410,78000,0
44379641848477810,34000,0
5421854756943668,50000,0
5122214382231842,42000,0
53324843171993910,28000,0
5549213387125368,66000,0
5475972277153982,76000,0
5338789383673423,60000,0
5514729769624547,62000,0
346259975474763,78000,0
4177633247186,60000,0
375941544789342,66000,0
4792823489283175,88000,0
5481725942247189,96000,0
362787331394639,12000,0
4733334469364912,68000,0
4532987164914811,32000,0
4922517969896612,62000,0
352526148287244,92000,0
5566263232776244,56000,0
4266362363692,44000,0
4628859713986167,100000,0
4364388694818,76000,0
5182591325495445,70000,0
45547612279871610,96000,0
351696774562474,70000,0
4521569533541,72000,0
4175437132788436,60000,0
5454175468444153,80000,0
4851424258921,86000,0
4155469847519,62000,0
345342338895394,70000,0
45175323233910,62000,0
5298563354538164,74000,0
5361467147777554,62000,0
5134798965933721,94000,0
5528778659771268,32000,0
363241337167242,66000,0
4593619199151,54000,0
47543647573689810,66000,0
4581765363594281,24000,0
4574928589878578,100000,0
5163731435457512,72000,0
4381326757663,92000,0
5252892792792685,78000,0
5443338524745641,74000,0
4842752259646594,22000,0
4281862358151434,36000,0
46378719929672710,58000,0
4585656897192,28000,0
5411822253536626,40000,0
5236637577531829,78000,0
5161936967998484,96000,0
4652873168916446,60000,0
4783829913223639,78000,0
5376235755741466,78000,0
359119759719698,92000,0
41791949115663610,70000,0
3592422124644610,100000,0
4171928928367926,76000,0
55656767889615910,74000,0
4536891495286657,58000,0
5242246713761365,62000,0
342335451481359,52000,0
348914311413143,96000,0
5287285583143219,72000,0
4411733661424979,52000,0
4146161835274322,78000,0
4563945532557,64000,0
4314394524779121,32000,0
4669354949687284,70000,0
5579514139994222,46000,0
41825676748510,68000,0
5421499655488736,78000,0
4231884314375197,16000,0
4211579425881588,64000,0
352763555984829,62000,0
5299288798217543,20000,0
4922539242427528,56000,0
4667292736362,58000,0
4963336287738236,96000,0
48219877999422610,62000,0
4871288576895741,70000,0
4575356791241,70000,0
345495546741352,74000,0
5138485783324285,62000,0
4413654281675,60000,0
5377717838755315,38000,0
4721744978731365,72000,0
4533778484846,58000,0
4841839943945127,60000,0
4325775374413,68000,0
4673166769311694,72000,0
4554279462547672,64000,0
4988669627871,76000,0
5183545152513638,82000,0
5419318546156688,46000,0
49572322132155310,62000,0
5589891659617666,72000,0
44861376741210,54000,0
3745225567586310,66000,0
5386698456971377,76000,0
4794519712586,72000,0
4386545516717725,38000,0
5412275954159975,64000,0
4234828695222,58000,0
4146873451253,60000,0
5353135266296835,68000,0
51216574879661610,84000,0
47847163162197610,70000,0
4371564244748,44000,0
3556588875233110,72000,0
379858715332999,68000,0
353946927957693,90000,0
4737487824396,78000,0
4658989458695849,58000,0
373718866493279,68000,0
4422443293644377,58000,0
4673931368123562,68000,0
356958966486846,42000,0
4566375928256886,68000,0
346424946495566,74000,0
4699276659638963,80000,0
51473763693214410,66000,0
5166937494559356,46000,0
4298996631541,66000,0
43995879864582610,66000,0
377694266453476,42000,0
4248276983249863,60000,0
5179186321472699,94000,0
5248619881468464,50000,0
376184222756999,66000,0
4996882846111,60000,0
4471391151643,76000,0
4456175762285,68000,0
3529252546449510,58000,0
5216931889829342,64000,0
5431491518629612,48000,0
4351737139933489,78000,0
4271833976412633,86000,0
5541829831859787,60000,0
358727951151113,62000,0
41681122661110,42000,0
5359992777347182,62000,0
5199127936979518,100000,0
54121778571886410,86000,0
4241367772676,72000,0
4664548214315274,68000,0
5498683117456419,60000,0
4368389688186316,64000,0
5117451897228122,54000,0
5525423684774986,92000,0
344567851718257,94000,0
3715997375441410,68000,0
366811546871474,62000,0
41135364326124710,50000,0
353668134584462,22000,0
51618395799419110,78000,0
4426431835753,62000,0
4164296469633646,70000,0
4742174374597712,68000,0
52695713459936910,66000,0
4864117558635628,70000,0
375952331811769,64000,0
4356735284566,68000,0
4149224772815,74000,0
356699392762232,68000,0
3686813591934910,78000,0
5127518938564513,64000,0
4687636696845174,92000,0
5372725342612141,70000,0
363133942764416,80000,0
47456665931210,52000,0
362252151288932,40000,0
4214925557194,82000,0
5572463357885281,54000,0
4256546382932,46000,0
4388532331154985,74000,0
341157543866426,66000,0
4928366438185148,20000,0
4622966718766,78000,0
4281924936818577,76000,0
5161376438329441,58000,0
5299177844237623,52000,0
378833297251298,40000,0
358665161435134,66000,0
4556821752691526,34000,0
346231548316425,42000,0
44759718744910,100000,0
4814764386859739,36000,0
4572729385842673,88000,0
368398727137477,78000,0
343827958325419,26000,0
4431144349734936,46000,0
347978664994968,80000,0
372455695159687,62000,0
4746691831134157,56000,0
4949867179561558,80000,0
363475556617723,74000,0
4636696246393,80000,0
4455731357697,80000,0
4263773354991131,78000,0
4172368892196465,44000,0
4315794262475,56000,0
42145818198891910,76000,0
4323279796199,60000,0
349489924547818,42000,0
342965949844758,68000,0
51359489669298510,60000,0
349432837689517,60000,0
4817494147724,68000,0
5298576677673922,88000,0
4944774179547378,60000,0
4447669465226921,60000,0
349582743924828,68000,0
4166257944756,38000,0
345682591323919,84000,0
372387286739488,42000,0
351236587959722,56000,0
4468343957135,72000,0
5299311179613393,88000,0
44748442551110,62000,0
4283263926516331,60000,0
4782293859731,60000,0
363471878195688,54000,0
4395866656959789,42000,0
48965749451899610,72000,0
4457511535498725,68000,0
4343444957336,76000,0
5336442819334879,72000,0
5542761627863369,68000,0
5226251269784779,70000,0
375298887474481,70000,0
4352934964861328,98000,0
47427663312210,52000,0
43175479799197510,70000,0
4425513831631,62000,0
4496921386178776,66000,0
46447954792416710,72000,0
4758368538582,64000,0
4381421389398834,42000,0
4785115398325935,64000,0
378762698213419,92000,0
4456172112252,74000,0
3442179482938610,88000,0
353931131147588,74000,0
5556913568742358,86000,0
343241514877543,18000,0
4834671173392483,60000,0
4566824828233131,84000,0
342643661351597,14000,0
4436579346414,74000,0
351917762111227,88000,0
4668539115642,82000,0
347326153422929,46000,0
4259952466997543,86000,0
5462888929619581,64000,0
4826944665888,60000,0
4642391167932366,84000,0
5533844786888798,60000,0
5573548686193529,74000,0
4745331628348311,66000,0
356841537629369,86000,0
4563876631869462,70000,0
4548117595861124,52000,0
5244314771384914,34000,0
4481136235765171,24000,0
355589248748488,74000,0
5284499399462548,40000,0
5135437279969621,74000,0
4181949396927,60000,0
5544599385561496,62000,0
4393622224235455,98000,0
4751829579826665,86000,0
44722531752518310,62000,0
4772888884226222,60000,0
4324497344846,80000,0
4145947647268,46000,0
4885366525376122,74000,0
4147774489965612,92000,0
4294561262711599,78000,0
3478916843626710,52000,0
345122154516377,74000,0
5154363688974661,54000,0
352757184752623,96000,0
4451256355133,40000,0
5343448898992298,70000,0
4358781551583,46000,0
342589733462161,80000,0
4679167988938691,92000,0
4622664129878,56000,0
3656871166489510,76000,0
5281647214632488,62000,0
4224271885453,66000,0
4466621678613,46000,0
4766853853566477,46000,0
5347221336652469,88000,0
4467912332852,64000,0
5133164625712495,62000,0
357877184249365,40000,0
4541679989318,72000,0
5557171781581322,52000,0
5152258565372793,70000,0
41248678977410,70000,0
4595784136521293,60000,0
4825591243536,54000,0
3663915698392610,50000,0
372664899323912,60000,0
4548688554637,68000,0
5129641554891461,90000,0
4863799475641655,70000,0
361963875158125,44000,0
347498573592415,36000,0
361862992237483,74000,0
343953882786284,76000,0
5162516514886454,62000,0
4562874924698426,72000,0
345985227495435,78000,0
4338639717396,78000,0
44626855815624610,62000,0
5361698436354727,86000,0
5162493899395685,98000,0
367962989733256,60000,0
4938671348354157,88000,0
4478376415741338,18000,0
5489521294931997,64000,0
4655693269691962,76000,0
377822482457126,58000,0
348239425524373,54000,0
4111482915874,10000,0
5418475321686155,54000,0
4345264383998,84000,0
4276464178963,74000,0
373169225369984,12000,0
377318724567533,80000,0
4726574882259228,74000,0
52522795623894810,80000,0
343582645635593,44000,0
4978964289618,86000,0
369919223436482,92000,0
4832767751177,46000,0
4112721589264,80000,0
4939184288863,64000,0
374937397896243,92000,0
4377357757994,70000,0
4754227311671654,84000,0
5321629631454128,50000,0
4784633675663688,50000,0
49252956939510,52000,0
4782331796929,64000,0
4555266163848,30000,0
4247694747451735,72000,0
5382383623771612,60000,0
4361591561669,16000,0
5512762696552814,96000,0
4357291581673627,18000,0
357758296181755,70000,0
46825629144910,14000,0
4472147222854846,74000,0
4464659292573874,30000,0
372922471614631,84000,0
4667616469323843,48000,0
4429847487595182,64000,0
4782962195635658,76000,0
4252433926649781,72000,0
5557843244357355,64000,0
4354864891358734,72000,0
4474239194395,58000,0
346256359626398,66000,0
4666859688516646,48000,0
5549634428477817,42000,0
379617574621912,78000,0
4661265661962,66000,0
4532487258293,60000,0
55134589254183110,100000,0
5159418676736582,84000,0
345663974649344,86000,0
4926277198851,62000,0
342391382492999,96000,0
4768451533341,88000,0
341677298883391,84000,0
4687582665513916,66000,0
4196861317578,100000,0
344325655367197,40000,0
4455227381917955,84000,0
354342646582146,92000,0
4362333411843435,60000,0
4928748615711,76000,0
4641664462683,54000,0
5511852364161328,66000,0
3625586216661710,30000,0
4836292321335171,24000,0
4847513938217,80000,0
4297436375944212,56000,0
4571212415125,66000,0
344233198121115,16000,0
369468253791481,50000,0
4964663825743249,66000,0
5342884794186992,76000,0
4638594521211361,56000,0
372816113542939,88000,0
5553268167113987,66000,0
4919386233842,60000,0
4829961836812,46000,0
377584244786537,22000,0
3725223369738410,50000,0
4841642326626,56000,0
4938799325112593,78000,0
4944941199648466,16000,0
4985557127636124,36000,0
4229247741378966,84000,0
5342338976599217,82000,0
5526234793371153,58000,0
5272941754212467,76000,0
4744223764746,40000,0
4383754899322,78000,0
4361321129787292,44000,0
4622224364851234,56000,0
5316471869878885,84000,0
4884617442168,20000,0
372553369657638,54000,0
4678588589682399,64000,0
48872654178210,66000,0
4549563974387,86000,0
364594719179949,56000,0
5289233549684874,60000,0
4151381294556298,96000,0
4871818175622,60000,0
5129565772738933,40000,0
4386169542494,60000,0
4793915184226,36000,0
4336125985584,70000,0
4179673186461621,78000,0
4328159228874,86000,0
358381572925313,38000,0
4327355983623527,62000,0
341425217487914,60000,0
5531672816583374,100000,0
5134951437686472,80000,0
5533167938929918,90000,0
4117358524492,46000,0
4941153737433,62000,0
44882374965477710,84000,0
359399326983379,64000,0
349152452953275,58000,0
4545587868316,68000,0
4776981427678,30000,0
5122158897129951,70000,0
4873367288571465,28000,0
4598819378261641,80000,0
5234283757169692,80000,0
378111939511266,86000,0
4679532184282972,96000,0
368162327382192,60000,0
5578758291621138,72000,0
5431829274226315,82000,0
5494594721543563,56000,0
4861347211642,80000,0
4177119926998,44000,0
4376296919948481,60000,0
342465715426328,90000,0
4899654466359,62000,0
4249123691981,76000,0
5212357522533741,16000,0
4381586426256,72000,0
351246254712551,40000,0
4178324325968,44000,0
5355755114113847,78000,0
4594778752436993,86000,0
4391583477884971,42000,0
5464816287589615,50000,0
5141951839229195,40000,0
4957844228415986,14000,0
4424677644235645,48000,0
5355638147578683,94000,0
358622541151188,60000,0
4951872495926837,74000,0
355895629237284,48000,0
5399568856739853,44000,0
5279725482216418,40000,0
4325982541655,84000,0
4931874849437581,56000,0
369932245238661,44000,0
4374473777915,22000,0
4128353365811423,78000,0
3524386856926310,40000,0
4666297422282383,18000,0
365524126825569,60000,0
42982932466710,40000,0
4293917677913728,60000,0
4557852778146,62000,0
4821153212555,68000,0
373251344413131,74000,0
368972734979913,92000,0
5582477942578373,82000,0
4853223415823523,64000,0
5393492734612867,60000,0
4172474632576238,72000,0
3695319895739510,44000,0
5387985657518134,60000,0
5578115713935622,42000,0
4141769841485,78000,0
5262523879841255,46000,0
351612845899332,48000,0
5398157423991931,46000,0
4499497429191,76000,0
4326618172946327,62000,0
5587627213236144,60000,0
4755759248169,60000,0
4239773649621718,80000,0
353469144399318,78000,0
354336388958423,98000,0
343897996772997,58000,0
5253194934353149,36000,0
349992313873869,32000,0
4168513129859,66000,0
3593953931123310,54000,0
5398249611478423,40000,0
4813715572956,72000,0
4711783481151,50000,0
54956234276746510,74000,0
352944349315666,68000,0
4989613276278,100000,0
4312441239142715,44000,0
349892891173692,76000,0
4414573199377233,98000,0
4939199987582,52000,0
5134781979963165,60000,0
4417229556299869,84000,0
353786472829255,66000,0
5458919369433898,88000,0
4184893256261,96000,0
4568373462135184,92000,0
4551265262566,72000,0
52112598293411110,80000,0
4824893233914765,64000,0
4454751431425,34000,0
355417329133927,50000,0
48799359885217510,20000,0
4977723929627311,42000,0
357389497221362,68000,0
344134371883945,54000,0
347895142591697,22000,0
4874682716836,56000,0
4328882324589835,18000,0
4448964194167747,16000,0
366386232533779,66000,0
4877574961972,60000,0
5143319952136746,70000,0
4128349585247133,50000,0
4939977821935225,84000,0
4161267277687143,48000,0
5287749214171535,66000,0
5195992792645428,68000,0
4849563213251,52000,0
43276666965410,82000,0
376667256873474,84000,0
4439941219186,52000,0
5332166682765653,72000,0
5293757678479163,62000,0
3633975297385610,42000,0
4963321785482,70000,0
5565356192861914,60000,0
4241114367194966,60000,0
343549134659186,52000,0
343469777984413,62000,0
5286145681114358,66000,0
368841786147283,90000,0
43559338779410,90000,0
5424471878165265,90000,0
4528996817561,50000,0
373141719764723,100000,0
51373122711216210,62000,0
4459958439634,76000,0
5219633381461312,100000,0
355241424978469,74000,0
4292427199855,70000,0
4381494468586637,58000,0
4718333482862323,54000,0
4812173738349542,36000,0
359315527215825,68000,0
3573767983833310,44000,0
4745122375576281,26000,0
345779512699938,72000,0
379986379377859,80000,0
5372381614874991,48000,0
4764685912435,68000,0
4393831337436,66000,0
4643216541899,66000,0
48882653334710,70000,0
3731928159167910,80000,0
4883957178262189,100000,0
4933576978645,52000,0
4311753818621,66000,0
5438366331414959,60000,0
5419795833319279,62000,0
5195735344943563,22000,0
5563225747377423,66000,0
4114117491295,76000,0
3522663621184910,20000,0
4735655718218469,44000,0
4423914413645691,94000,0
48129332326910,40000,0
5449769374667978,94000,0
4394936978751,82000,0
4759515955712734,54000,0
4167925129846,74000,0
4689379462555,72000,0
5349989385474351,100000,0
4955255732393134,56000,0
4154577858241782,60000,0
5131146837226457,48000,0
4695772819664133,82000,0
341695647866289,100000,0
4934498437629,18000,0
48282411516219610,68000,0
4385515583996,40000,0
358521855917673,24000,0
346914688171292,70000,0
44584311778644410,72000,0
4568314355613,92000,0
351277395454712,84000,0
4468645222293549,92000,0
4631754423467993,54000,0
5149726136933695,50000,0
4842694171152865,14000,0
4171828635255,70000,0
4325561321545569,76000,0
4199948319467687,48000,0
4632436464886294,84000,0
359852496269425,60000,0
352642276912667,72000,0
5171729343183931,94000,0
359259256219998,56000,0
4172636565673436,52000,0
4315354225826547,74000,0
4511448886942437,80000,0
4828133999961,10000,0
4314785754773751,74000,0
341141992447425,84000,0
5163674713768137,12000,0
41163845734410,46000,0
363115675192717,80000,0
357215274188294,64000,0
5489473516876164,44000,0
5373212496675322,66000,0
4174114815771,94000,0
4619416613274,50000,0
4928977431982958,58000,0
4999961983755776,56000,0
4874397446778,62000,0
346595728495674,72000,0
4589421526997381,26000,0
5533255697357353,52000,0
359583418427128,70000,0
5572336231897138,28000,0
5291332559468115,48000,0
55368787369147810,40000,0
42699474149172610,72000,0
5483166415782436,40000,0
4876534784918295,44000,0
366927157469596,66000,0
4718548568846789,66000,0
4627846382873,100000,0
355615216646972,82000,0
4382124452762,40000,0
4972451852863,80000,0
51912972493263810,62000,0
4484259158154,60000,0
347154353438648,62000,0
43731833239610,60000,0
4967771535982,40000,0
4317599612391,42000,0
5431963413548576,92000,0
4556147817388,64000,0
4118253869362,64000,0
44152835628710,92000,0
5228319443711527,66000,0
4896784884845221,46000,0
343856712192898,70000,0
4558992183338,72000,0
4797163673396664,76000,0
375936497527145,58000,0
372666967314244,54000,0
378471186829823,14000,0
4758963215523924,44000,0
4183565478369,78000,0
355653779681425,90000,0
4779451856996,72000,0
4515624574433,80000,0
41523476247645710,60000,0
3623715614386210,78000,0
49749281643110,100000,0
4164677771532594,80000,0
4163496594864956,42000,0
3435459223624710,58000,0
5319466365434719,68000,0
359463988533623,56000,0
365229555977887,44000,0
4622673126758,58000,0
4693372959195592,74000,0
4476726543231994,78000,0
366639289745815,78000,0
4336611749296,80000,0
369786755544896,76000,0
4284317179818569,34000,0
4148784569413,74000,0
53759247214468110,76000,0
371915239983133,80000,0
5221198152894543,52000,0
5468762447746958,86000,0
5232471477314761,66000,0
4927346382595634,60000,0
46218827459610,96000,0
359335369983371,66000,0
4326676477883,12000,0
5249994625637933,54000,0
4862584982794812,52000,0
4937487572942,60000,0
4182772216182,60000,0
351586186363969,44000,0
4748575246625693,62000,0
357233865711119,42000,0
4867725562748869,14000,0
4593385518418819,80000,0
5274619292219776,72000,0
5528388761129627,60000,0
5339334944335763,64000,0
4466531161341915,92000,0
43732493372110,52000,0
5392524932863271,58000,0
4851492347161334,44000,0
